"Year","Species","Annual_Contribution"
2023,"Bloodworms",14090753.4956
2023,"Clam_Northern_Quahog___Hard",12547034.574
2023,"Mussel_Blue_Sea",11548871.6144
2023,"Plaice_American__Dab_",10864921.5013333
2023,"Pollock",9654550.964
2023,"Cod_Atlantic",8145166.89466668
2023,"Flounder_Atlantic_Witch__Gray_Sole_",6150601.62693334
2023,"Crab_Unc",5651779.24704688
2023,"Hake_White",5537791.46693332
2023,"Sandworms",4360155.86429744
2023,"Haddock",3755139.688
2023,"Monkfish",3735011.826
2023,"Clam_Ocean_Quahog",3732131.1736
2023,"Seaweed_Unc",2989227.50893333
2023,"Periwinkles_Atlantic__Cockles_",2804154.44
2023,"Alewife",2796507.77493333
2023,"Rockweed",2312026.584
2023,"Redfish_Acadian_Ocean_Perch",2146346.3344
2023,"Flounder_Winter",1618382.47386667
2023,"Cucumber_Sea",952643.832533332
2023,"Halibut_Atlantic",847251.845866668
2023,"Flounder_Yellowtail",621195.6896
2023,"Mackerel_Atlantic",604457.838
2023,"Cusk",469123.83
2023,"Wolffish_Atlantic",293605.425733333
2023,"Hake_Silver__Whiting_",267828.560266667
2023,"Shark_Dogfish",240220.457333333
2023,"Yellow_Eel",69391.336
2023,"Skates",28881.8053333333
2024,"Lobster_American",1425328165.151
2024,"Salmon_Atlantic",210518027.995867
2024,"Clam_Soft",79095542.2890667
2024,"Elver",37106865.4988333
2024,"Scallop_Sea",29820713.6172667
2024,"Oysters",27669949.408
2024,"Sea_Urchins_Green",23356448.16
2024,"Shrimp_Northern",17539590.8259333
2024,"Menhaden_Atlantic",17371567.7962
2024,"Bloodworms",14381420.2992
2024,"Clam_Northern_Quahog___Hard",12547034.574
2024,"Mussel_Blue_Sea",11548871.6144
2024,"Plaice_American__Dab_",10857071.0699333
2024,"Pollock",9654550.964
2024,"Cod_Atlantic",8145166.89466668
2024,"Flounder_Atlantic_Witch__Gray_Sole_",6159397.11060001
2024,"Crab_Unc",5651779.24704688
2024,"Hake_White",5537791.46693332
2024,"Sandworms",4360155.86429744
2024,"Haddock",3755139.688
2024,"Monkfish",3735011.826
2024,"Clam_Ocean_Quahog",3719061.9714
2024,"Seaweed_Unc",2989227.50893333
2024,"Periwinkles_Atlantic__Cockles_",2804154.44
2024,"Alewife",2798966.58493333
2024,"Rockweed",2311527.696
2024,"Redfish_Acadian_Ocean_Perch",2146346.3344
2024,"Flounder_Winter",1618382.47386667
2024,"Cucumber_Sea",952643.832533332
2024,"Halibut_Atlantic",847251.845866668
2024,"Flounder_Yellowtail",621195.6896
2024,"Mackerel_Atlantic",607852.828
2024,"Cusk",469123.83
2024,"Wolffish_Atlantic",293605.425733333
2024,"Hake_Silver__Whiting_",267828.560266667
2024,"Shark_Dogfish",240220.457333333
2024,"Yellow_Eel",69391.336
2024,"Skates",28881.8053333333
2025,"Lobster_American",1425328165.151
2025,"Salmon_Atlantic",211540008.107867
2025,"Clam_Soft",79090168.3042667
2025,"Elver",37164238.3713333
2025,"Scallop_Sea",29814924.6629333
2025,"Oysters",27669949.408
2025,"Sea_Urchins_Green",23306753.988
2025,"Shrimp_Northern",17536807.4884333
2025,"Menhaden_Atlantic",17304227.6432
2025,"Bloodworms",14477721.658
2025,"Clam_Northern_Quahog___Hard",12536023.714
2025,"Mussel_Blue_Sea",11548871.6144
2025,"Plaice_American__Dab_",10848202.9533333
2025,"Pollock",9654550.964
2025,"Cod_Atlantic",8153234.99086668
2025,"Flounder_Atlantic_Witch__Gray_Sole_",6176682.31493334
2025,"Crab_Unc",5651779.24704688
2025,"Hake_White",5491285.61463332
2025,"Sandworms",4353115.68829744
2025,"Haddock",3755139.688
2025,"Monkfish",3735011.826
2025,"Clam_Ocean_Quahog",3682576.099
2025,"Seaweed_Unc",2989227.50893333
2025,"Periwinkles_Atlantic__Cockles_",2813288.91
2025,"Alewife",2803884.20493333
2025,"Rockweed",2310529.92
2025,"Redfish_Acadian_Ocean_Perch",2146346.3344
2025,"Flounder_Winter",1618382.47386667
2025,"Cucumber_Sea",952643.832533332
2025,"Halibut_Atlantic",847251.845866668
2025,"Flounder_Yellowtail",621195.6896
2025,"Mackerel_Atlantic",607852.828
2025,"Cusk",470496.461666667
2025,"Wolffish_Atlantic",293605.425733333
2025,"Hake_Silver__Whiting_",246663.421066667
2025,"Shark_Dogfish",240220.457333333
2025,"Yellow_Eel",69391.336
2025,"Skates",28881.8053333333
2026,"Lobster_American",1392797144.844
2026,"Salmon_Atlantic",211540008.107867
2026,"Clam_Soft",79110051.3696
2026,"Elver",37164238.3713333
2026,"Scallop_Sea",29826502.5716
2026,"Oysters",27669949.408
2026,"Sea_Urchins_Green",23356448.16
2026,"Shrimp_Northern",17712375.5801333
2026,"Menhaden_Atlantic",17304227.6432
2026,"Bloodworms",14381420.2992
2026,"Clam_Northern_Quahog___Hard",12514001.994
2026,"Mussel_Blue_Sea",11548871.6144
2026,"Plaice_American__Dab_",10839334.8367333
2026,"Pollock",9654550.964
2026,"Cod_Atlantic",8153234.99086668
2026,"Flounder_Atlantic_Witch__Gray_Sole_",6176682.31493334
2026,"Crab_Unc",5651779.24704688
2026,"Hake_White",5407330.82373332
2026,"Sandworms",4346075.51229744
2026,"Haddock",3755139.688
2026,"Monkfish",3735011.826
2026,"Clam_Ocean_Quahog",3661881.163
2026,"Seaweed_Unc",2989227.50893333
2026,"Periwinkles_Atlantic__Cockles_",2831557.85
2026,"Alewife",2798966.58493333
2026,"Rockweed",2310529.92
2026,"Redfish_Acadian_Ocean_Perch",2146346.3344
2026,"Flounder_Winter",1618382.47386667
2026,"Cucumber_Sea",952643.832533332
2026,"Halibut_Atlantic",847251.845866668
2026,"Flounder_Yellowtail",621195.6896
2026,"Mackerel_Atlantic",607852.828
2026,"Cusk",470496.461666667
2026,"Wolffish_Atlantic",293605.425733333
2026,"Shark_Dogfish",240220.457333333
2026,"Hake_Silver__Whiting_",225498.281866667
2026,"Yellow_Eel",69391.336
2026,"Skates",28881.8053333333
2027,"Lobster_American",1392797144.844
2027,"Salmon_Atlantic",211540008.107867
2027,"Clam_Soft",79110051.3696
2027,"Elver",37164238.3713333
2027,"Scallop_Sea",29820713.6172667
2027,"Oysters",27669949.408
2027,"Sea_Urchins_Green",23356448.16
2027,"Shrimp_Northern",17712375.5801333
2027,"Menhaden_Atlantic",17304227.6432
2027,"Bloodworms",14477721.658
2027,"Clam_Northern_Quahog___Hard",12514001.994
2027,"Mussel_Blue_Sea",11548871.6144
2027,"Plaice_American__Dab_",10839334.8367333
2027,"Pollock",9654550.964
2027,"Cod_Atlantic",8161303.08706668
2027,"Flounder_Atlantic_Witch__Gray_Sole_",6176379.95526667
2027,"Crab_Unc",5913427.41635368
2027,"Hake_White",5407330.82373332
2027,"Sandworms",4346075.51229744
2027,"Haddock",3755139.688
2027,"Monkfish",3735011.826
2027,"Clam_Ocean_Quahog",3661881.163
2027,"Seaweed_Unc",2989227.50893333
2027,"Periwinkles_Atlantic__Cockles_",2831557.85
2027,"Alewife",2796507.77493333
2027,"Rockweed",2310529.92
2027,"Redfish_Acadian_Ocean_Perch",2146346.3344
2027,"Flounder_Winter",1618382.47386667
2027,"Cucumber_Sea",950509.745199999
2027,"Halibut_Atlantic",847251.845866668
2027,"Flounder_Yellowtail",621195.6896
2027,"Mackerel_Atlantic",604457.838
2027,"Cusk",469324.093333334
2027,"Wolffish_Atlantic",293605.425733333
2027,"Shark_Dogfish",240220.457333333
2027,"Hake_Silver__Whiting_",225498.281866667
2027,"Yellow_Eel",69391.336
2027,"Skates",28881.8053333333
2028,"Lobster_American",1392797144.844
2028,"Salmon_Atlantic",211466622.537867
2028,"Clam_Soft",79107364.3772
2028,"Elver",37106865.4988333
2028,"Scallop_Sea",29826502.5716
2028,"Oysters",27669949.408
2028,"Sea_Urchins_Green",23356448.16
2028,"Shrimp_Northern",17712375.5801333
2028,"Menhaden_Atlantic",17304227.6432
2028,"Bloodworms",14477721.658
2028,"Clam_Northern_Quahog___Hard",12514001.994
2028,"Mussel_Blue_Sea",11548871.6144
2028,"Plaice_American__Dab_",10839334.8367333
2028,"Pollock",9654550.964
2028,"Cod_Atlantic",8169371.18326668
2028,"Flounder_Atlantic_Witch__Gray_Sole_",6184763.8976
2028,"Crab_Unc",5923276.84973582
2028,"Hake_White",5407330.82373332
2028,"Sandworms",4360155.86429744
2028,"Haddock",3755139.688
2028,"Monkfish",3735011.826
2028,"Clam_Ocean_Quahog",3648811.9608
2028,"Seaweed_Unc",2989227.50893333
2028,"Periwinkles_Atlantic__Cockles_",2831557.85
2028,"Alewife",2803884.20493333
2028,"Rockweed",2312371.622
2028,"Redfish_Acadian_Ocean_Perch",2146346.3344
2028,"Flounder_Winter",1618382.47386667
2028,"Cucumber_Sea",949835.667866666
2028,"Halibut_Atlantic",847251.845866668
2028,"Flounder_Yellowtail",621195.6896
2028,"Mackerel_Atlantic",601062.848
2028,"Cusk",469424.225000001
2028,"Wolffish_Atlantic",293605.425733333
2028,"Shark_Dogfish",240220.457333333
2028,"Hake_Silver__Whiting_",225498.281866667
2028,"Yellow_Eel",69391.336
2028,"Skates",28091.1797333333
2029,"Lobster_American",1392797144.844
2029,"Salmon_Atlantic",212050998.163867
2029,"Clam_Soft",79107364.3772
2029,"Elver",37106865.4988333
2029,"Scallop_Sea",29814924.6629333
2029,"Oysters",27669949.408
2029,"Sea_Urchins_Green",23306753.988
2029,"Shrimp_Northern",17710500.3261333
2029,"Menhaden_Atlantic",17304227.6432
2029,"Bloodworms",14477721.658
2029,"Clam_Northern_Quahog___Hard",12514001.994
2029,"Mussel_Blue_Sea",11548871.6144
2029,"Plaice_American__Dab_",10862886.1309333
2029,"Pollock",9654550.964
2029,"Cod_Atlantic",8169371.18326668
2029,"Flounder_Atlantic_Witch__Gray_Sole_",6176379.95526667
2029,"Crab_Unc",5913427.41635368
2029,"Hake_White",5407330.82373332
2029,"Sandworms",4360155.86429744
2029,"Haddock",3755139.688
2029,"Monkfish",3735011.826
2029,"Clam_Ocean_Quahog",3648811.9608
2029,"Seaweed_Unc",2989227.50893333
2029,"Alewife",2891103.38893333
2029,"Periwinkles_Atlantic__Cockles_",2831557.85
2029,"Rockweed",2312371.622
2029,"Redfish_Acadian_Ocean_Perch",2146346.3344
2029,"Flounder_Winter",1618382.47386667
2029,"Cucumber_Sea",949835.667866666
2029,"Halibut_Atlantic",847251.845866668
2029,"Flounder_Yellowtail",621195.6896
2029,"Mackerel_Atlantic",597667.858
2029,"Cusk",471969.225000001
2029,"Wolffish_Atlantic",293605.425733333
2029,"Shark_Dogfish",246518.288133333
2029,"Hake_Silver__Whiting_",225498.281866667
2029,"Yellow_Eel",69391.336
2029,"Skates",28091.1797333333
2030,"Lobster_American",1392797144.844
2030,"Salmon_Atlantic",212050998.163867
2030,"Clam_Soft",79107364.3772
2030,"Elver",37164238.3713333
2030,"Scallop_Sea",29814924.6629333
2030,"Oysters",27669949.408
2030,"Sea_Urchins_Green",23356448.16
2030,"Shrimp_Northern",17665539.8548333
2030,"Menhaden_Atlantic",17304227.6432
2030,"Bloodworms",14477721.658
2030,"Clam_Northern_Quahog___Hard",12514001.994
2030,"Mussel_Blue_Sea",11548871.6144
2030,"Plaice_American__Dab_",10861868.4457333
2030,"Pollock",9654550.964
2030,"Cod_Atlantic",8169371.18326668
2030,"Flounder_Atlantic_Witch__Gray_Sole_",6176379.95526667
2030,"Crab_Unc",5878163.00372808
2030,"Hake_White",5407330.82373332
2030,"Sandworms",4360155.86429744
2030,"Haddock",3755139.688
2030,"Monkfish",3735984.598
2030,"Clam_Ocean_Quahog",3648811.9608
2030,"Alewife",3145384.51093333
2030,"Seaweed_Unc",2999717.48293333
2030,"Periwinkles_Atlantic__Cockles_",2831557.85
2030,"Redfish_Acadian_Ocean_Perch",2322466.6294
2030,"Rockweed",2312371.622
2030,"Flounder_Winter",1615736.8052
2030,"Cucumber_Sea",947027.5032
2030,"Halibut_Atlantic",847251.845866668
2030,"Flounder_Yellowtail",621195.6896
2030,"Mackerel_Atlantic",597667.858
2030,"Cusk",476493.808000001
2030,"Wolffish_Atlantic",293605.425733333
2030,"Shark_Dogfish",246518.288133333
2030,"Hake_Silver__Whiting_",225498.281866667
2030,"Yellow_Eel",82624.572
2030,"Skates",28091.1797333333
2031,"Lobster_American",1392797144.844
2031,"Salmon_Atlantic",212050998.163867
2031,"Clam_Soft",79107364.3772
2031,"Elver",37164238.3713333
2031,"Scallop_Sea",29820713.6172667
2031,"Oysters",27669949.408
2031,"Sea_Urchins_Green",23357398.274
2031,"Shrimp_Northern",17651339.0095333
2031,"Menhaden_Atlantic",17304227.6432
2031,"Bloodworms",14477721.658
2031,"Clam_Northern_Quahog___Hard",12502991.134
2031,"Mussel_Blue_Sea",11548871.6144
2031,"Plaice_American__Dab_",10861868.4457333
2031,"Pollock",9654550.964
2031,"Cod_Atlantic",8169371.18326668
2031,"Flounder_Atlantic_Witch__Gray_Sole_",6193557.6796
2031,"Crab_Unc",5923276.84973582
2031,"Hake_White",5407330.82373332
2031,"Sandworms",4360155.86429744
2031,"Monkfish",3896090.9015
2031,"Haddock",3755139.688
2031,"Clam_Ocean_Quahog",3638464.4928
2031,"Alewife",3060624.13693333
2031,"Seaweed_Unc",2999717.48293333
2031,"Periwinkles_Atlantic__Cockles_",2840692.32
2031,"Redfish_Acadian_Ocean_Perch",2322466.6294
2031,"Rockweed",2314712.212
2031,"Flounder_Winter",1615736.8052
2031,"Cucumber_Sea",947027.5032
2031,"Halibut_Atlantic",847251.845866668
2031,"Flounder_Yellowtail",621195.6896
2031,"Mackerel_Atlantic",597667.858
2031,"Cusk",476493.808000001
2031,"Wolffish_Atlantic",293635.826533333
2031,"Shark_Dogfish",246518.288133333
2031,"Hake_Silver__Whiting_",225498.281866667
2031,"Yellow_Eel",82831.346
2031,"Skates",27300.5541333333
2032,"Lobster_American",1392797144.844
2032,"Salmon_Atlantic",212536738.251867
2032,"Clam_Soft",79107364.3772
2032,"Elver",37026312.7443667
2032,"Scallop_Sea",29820713.6172667
2032,"Oysters",27669949.408
2032,"Sea_Urchins_Green",23419565.362
2032,"Shrimp_Northern",17583923.1982333
2032,"Menhaden_Atlantic",17304227.6432
2032,"Bloodworms",14381420.2992
2032,"Clam_Northern_Quahog___Hard",12502991.134
2032,"Mussel_Blue_Sea",11548871.6144
2032,"Plaice_American__Dab_",10861868.4457333
2032,"Pollock",9654550.964
2032,"Cod_Atlantic",8169371.18326668
2032,"Flounder_Atlantic_Witch__Gray_Sole_",6185173.73726667
2032,"Crab_Unc",5848089.64851014
2032,"Hake_White",5407330.82373332
2032,"Sandworms",4360155.86429744
2032,"Monkfish",3897063.6735
2032,"Haddock",3755139.688
2032,"Clam_Ocean_Quahog",3648811.9608
2032,"Alewife",3060624.13693333
2032,"Seaweed_Unc",3010207.45693333
2032,"Periwinkles_Atlantic__Cockles_",2840692.32
2032,"Redfish_Acadian_Ocean_Perch",2498586.9244
2032,"Rockweed",2317052.802
2032,"Flounder_Winter",1613091.13653333
2032,"Cucumber_Sea",944219.338533334
2032,"Halibut_Atlantic",847251.845866668
2032,"Flounder_Yellowtail",621195.6896
2032,"Mackerel_Atlantic",597667.858
2032,"Cusk",478119.849500001
2032,"Wolffish_Atlantic",293605.425733333
2032,"Shark_Dogfish",252816.118933333
2032,"Hake_Silver__Whiting_",225498.281866667
2032,"Yellow_Eel",96064.582
2032,"Skates",28048.0977333333
2033,"Lobster_American",1392797144.844
2033,"Salmon_Atlantic",212293868.207867
2033,"Clam_Soft",79107364.3772
2033,"Elver",37026312.7443667
2033,"Scallop_Sea",29820713.6172667
2033,"Oysters",27669949.408
2033,"Sea_Urchins_Green",23419565.362
2033,"Shrimp_Northern",17543516.5049333
2033,"Menhaden_Atlantic",17304227.6432
2033,"Bloodworms",14379657.572
2033,"Clam_Northern_Quahog___Hard",12502991.134
2033,"Mussel_Blue_Sea",11548871.6144
2033,"Plaice_American__Dab_",10862886.1309333
2033,"Pollock",9654550.964
2033,"Cod_Atlantic",8169371.18326668
2033,"Flounder_Atlantic_Witch__Gray_Sole_",6185066.25726667
2033,"Crab_Unc",5825795.25304203
2033,"Hake_White",5407330.82373332
2033,"Sandworms",4360155.86429744
2033,"Monkfish",3897063.6735
2033,"Haddock",3755139.688
2033,"Clam_Ocean_Quahog",3648811.9608
2033,"Alewife",3060624.13693333
2033,"Seaweed_Unc",3010207.45693333
2033,"Periwinkles_Atlantic__Cockles_",2840692.32
2033,"Redfish_Acadian_Ocean_Perch",2498586.9244
2033,"Rockweed",2317052.802
2033,"Flounder_Winter",1615736.8052
2033,"Cucumber_Sea",944219.338533334
2033,"Halibut_Atlantic",847251.845866668
2033,"Flounder_Yellowtail",621195.6896
2033,"Mackerel_Atlantic",594272.868
2033,"Cusk",477775.321500001
2033,"Wolffish_Atlantic",293605.425733333
2033,"Shark_Dogfish",252816.118933333
2033,"Hake_Silver__Whiting_",225498.281866667
2033,"Yellow_Eel",96064.582
2033,"Skates",27257.4721333333
2034,"Lobster_American",1392797144.844
2034,"Salmon_Atlantic",212293868.207867
2034,"Clam_Soft",79110051.3696
2034,"Elver",37026312.7443667
2034,"Scallop_Sea",29819402.9420667
2034,"Oysters",27669949.408
2034,"Sea_Urchins_Green",23420515.476
2034,"Shrimp_Northern",17500431.2876333
2034,"Menhaden_Atlantic",17304227.6432
2034,"Bloodworms",14381420.2992
2034,"Clam_Northern_Quahog___Hard",12502991.134
2034,"Mussel_Blue_Sea",11548871.6144
2034,"Plaice_American__Dab_",10854018.0143333
2034,"Pollock",9654550.964
2034,"Cod_Atlantic",8169371.18326668
2034,"Flounder_Atlantic_Witch__Gray_Sole_",6202351.4616
2034,"Crab_Unc",5778087.11427145
2034,"Hake_White",5407330.82373332
2034,"Sandworms",4362267.64789744
2034,"Monkfish",4058142.749
2034,"Haddock",3771237.902
2034,"Clam_Ocean_Quahog",3648811.9608
2034,"Alewife",2975863.76293333
2034,"Seaweed_Unc",2948615.66493333
2034,"Periwinkles_Atlantic__Cockles_",2840692.32
2034,"Redfish_Acadian_Ocean_Perch",2674707.2194
2034,"Rockweed",2317102.086
2034,"Flounder_Winter",1615736.8052
2034,"Cucumber_Sea",944219.338533334
2034,"Halibut_Atlantic",847251.845866668
2034,"Flounder_Yellowtail",621195.6896
2034,"Mackerel_Atlantic",594272.868
2034,"Cusk",480084.938666668
2034,"Wolffish_Atlantic",293635.826533333
2034,"Shark_Dogfish",252816.118933333
2034,"Hake_Silver__Whiting_",225498.281866667
2034,"Yellow_Eel",109504.592
2034,"Skates",27531.5833333333
2035,"Lobster_American",1392797144.844
2035,"Salmon_Atlantic",212536738.251867
2035,"Clam_Soft",79098375.0352
2035,"Elver",36854288.8135667
2035,"Scallop_Sea",29832586.0761333
2035,"Oysters",26835055.116
2035,"Sea_Urchins_Green",23433938.506
2035,"Shrimp_Northern",17498556.0336333
2035,"Menhaden_Atlantic",17304227.6432
2035,"Bloodworms",14285118.9404
2035,"Clam_Northern_Quahog___Hard",12502991.134
2035,"Mussel_Blue_Sea",11548871.6144
2035,"Plaice_American__Dab_",10854018.0143333
2035,"Pollock",9654550.964
2035,"Cod_Atlantic",8190897.19160001
2035,"Flounder_Atlantic_Witch__Gray_Sole_",6228539.6296
2035,"Crab_Unc",5778087.11427145
2035,"Hake_White",5407330.82373332
2035,"Sandworms",4357525.97589744
2035,"Monkfish",4218249.0525
2035,"Haddock",3803434.33
2035,"Clam_Ocean_Quahog",3672228.631
2035,"Alewife",3060624.13693333
2035,"Seaweed_Unc",2948615.66493333
2035,"Periwinkles_Atlantic__Cockles_",2840692.32
2035,"Redfish_Acadian_Ocean_Perch",2674707.2194
2035,"Rockweed",2315925.814
2035,"Flounder_Winter",1613091.13653333
2035,"Cucumber_Sea",957173.165333334
2035,"Halibut_Atlantic",847251.845866668
2035,"Flounder_Yellowtail",621195.6896
2035,"Mackerel_Atlantic",583049.952
2035,"Cusk",480084.938666668
2035,"Wolffish_Atlantic",293666.227333333
2035,"Shark_Dogfish",259113.949733333
2035,"Hake_Silver__Whiting_",225498.281866667
2035,"Yellow_Eel",109711.366
2035,"Skates",28322.2089333333
2036,"Lobster_American",1392797144.844
2036,"Salmon_Atlantic",212536738.251867
2036,"Clam_Soft",79084882.6812
2036,"Elver",36854288.8135667
2036,"Scallop_Sea",29831275.4009333
2036,"Oysters",26835055.116
2036,"Sea_Urchins_Green",23433938.506
2036,"Shrimp_Northern",17563293.3209333
2036,"Menhaden_Atlantic",17304227.6432
2036,"Bloodworms",14285118.9404
2036,"Clam_Northern_Quahog___Hard",12502991.134
2036,"Mussel_Blue_Sea",11548871.6144
2036,"Plaice_American__Dab_",10854018.0143333
2036,"Pollock",9654550.964
2036,"Cod_Atlantic",8217813.01586667
2036,"Flounder_Atlantic_Witch__Gray_Sole_",6228539.6296
2036,"Crab_Unc",5764878.23671881
2036,"Hake_White",5407330.82373332
2036,"Sandworms",4355042.58349744
2036,"Monkfish",4218249.0525
2036,"Haddock",3796970.278
2036,"Clam_Ocean_Quahog",3672228.631
2036,"Alewife",3060624.13693333
2036,"Seaweed_Unc",2892970.41093333
2036,"Periwinkles_Atlantic__Cockles_",2837785.11
2036,"Redfish_Acadian_Ocean_Perch",2674707.2194
2036,"Rockweed",2316673.57
2036,"Flounder_Winter",1612326.59253333
2036,"Cucumber_Sea",957173.165333334
2036,"Halibut_Atlantic",847251.845866668
2036,"Flounder_Yellowtail",621195.6896
2036,"Mackerel_Atlantic",591313.304
2036,"Cusk",480084.938666668
2036,"Wolffish_Atlantic",293696.628133333
2036,"Shark_Dogfish",259113.949733333
2036,"Hake_Silver__Whiting_",225498.281866667
2036,"Yellow_Eel",109711.366
2036,"Skates",28322.2089333333
2037,"Lobster_American",1392797144.844
2037,"Salmon_Atlantic",212779608.295867
2037,"Clam_Soft",79080396.3512
2037,"Elver",36716363.1866
2037,"Scallop_Sea",29829808.1864333
2037,"Oysters",26835055.116
2037,"Sea_Urchins_Green",23446411.422
2037,"Shrimp_Northern",17538962.7269333
2037,"Menhaden_Atlantic",17304227.6432
2037,"Bloodworms",14188817.5816
2037,"Clam_Northern_Quahog___Hard",12502991.134
2037,"Mussel_Blue_Sea",11548871.6144
2037,"Plaice_American__Dab_",10861868.4457333
2037,"Pollock",9654550.964
2037,"Cod_Atlantic",8217813.01586667
2037,"Flounder_Atlantic_Witch__Gray_Sole_",6228539.6296
2037,"Crab_Unc",5754285.10079951
2037,"Hake_White",5407330.82373332
2037,"Sandworms",4355189.07949744
2037,"Monkfish",4218249.0525
2037,"Haddock",3813068.492
2037,"Clam_Ocean_Quahog",3682576.099
