"Species","Year","Total_Contribution","Percent_Change"
"Elver",2025,37164238.3713333,0.154615249034727
"Elver",2026,37164238.3713333,0
"Elver",2027,37164238.3713333,0
"Elver",2028,37106865.4988333,-0.154376559333063
"Elver",2029,37106865.4988333,0
"Elver",2030,37164238.3713333,0.154615249034727
"Elver",2031,37164238.3713333,0
"Elver",2032,37026312.7443667,-0.371124589150875
"Elver",2033,37026312.7443667,0
"Elver",2034,37026312.7443667,0
"Elver",2035,36854288.8135667,-0.464599140583262
"Elver",2036,36854288.8135667,0
"Elver",2037,36716363.1866,-0.374245797183556
"Elver",2038,36716363.1866,0
"Elver",2039,36716279.9886,-0.000226596516588797
"Elver",2040,37031355.6174,0.858136033655438
"Flounder_Atlantic_Witch__Gray_Sole_",2020,6168192.59426668,NA
"Flounder_Atlantic_Witch__Gray_Sole_",2021,6168192.59426668,0
"Flounder_Atlantic_Witch__Gray_Sole_",2022,6176576.53660001,0.135922187986206
"Flounder_Atlantic_Witch__Gray_Sole_",2023,6150601.62693334,-0.420538942774419
"Flounder_Atlantic_Witch__Gray_Sole_",2024,6159397.11060001,0.143002005334801
"Flounder_Atlantic_Witch__Gray_Sole_",2025,6176682.31493334,0.280631432313132
"Flounder_Atlantic_Witch__Gray_Sole_",2026,6176682.31493334,0
"Flounder_Atlantic_Witch__Gray_Sole_",2027,6176379.95526667,-0.00489517917960033
"Flounder_Atlantic_Witch__Gray_Sole_",2028,6184763.8976,0.13574201059605
"Flounder_Atlantic_Witch__Gray_Sole_",2029,6176379.95526667,-0.135558001439373
"Flounder_Atlantic_Witch__Gray_Sole_",2030,6176379.95526667,0
"Flounder_Atlantic_Witch__Gray_Sole_",2031,6193557.6796,0.278119617927381
"Flounder_Atlantic_Witch__Gray_Sole_",2032,6185173.73726667,-0.135365532494272
"Flounder_Atlantic_Witch__Gray_Sole_",2033,6185066.25726667,-0.00173770381504292
"Flounder_Atlantic_Witch__Gray_Sole_",2034,6202351.4616,0.279466760974818
"Flounder_Atlantic_Witch__Gray_Sole_",2035,6228539.6296,0.422229668249789
"Flounder_Atlantic_Witch__Gray_Sole_",2036,6228539.6296,0
"Flounder_Atlantic_Witch__Gray_Sole_",2037,6228539.6296,0
"Flounder_Atlantic_Witch__Gray_Sole_",2038,6228539.6296,0
"Flounder_Atlantic_Witch__Gray_Sole_",2039,6228432.1496,-0.00172560514006745
"Flounder_Atlantic_Witch__Gray_Sole_",2040,6228432.1496,0
"Flounder_Winter",2020,1117839.88533333,NA
"Flounder_Winter",2021,1604741.6232,43.5573774254331
"Flounder_Winter",2022,1618382.47386667,0.850034078350067
"Flounder_Winter",2023,1618382.47386667,0
"Flounder_Winter",2024,1618382.47386667,0
"Flounder_Winter",2025,1618382.47386667,0
"Flounder_Winter",2026,1618382.47386667,0
"Flounder_Winter",2027,1618382.47386667,0
"Flounder_Winter",2028,1618382.47386667,0
"Flounder_Winter",2029,1618382.47386667,0
"Flounder_Winter",2030,1615736.8052,-0.163476107124788
"Flounder_Winter",2031,1615736.8052,0
"Flounder_Winter",2032,1613091.13653333,-0.163743789096862
"Flounder_Winter",2033,1615736.8052,0.164012349131918
"Flounder_Winter",2034,1615736.8052,0
"Flounder_Winter",2035,1613091.13653333,-0.163743789096862
"Flounder_Winter",2036,1612326.59253333,-0.0473962061215481
"Flounder_Winter",2037,1609680.92386667,-0.164090121624188
"Flounder_Winter",2038,1585294.58253333,-1.51497983058369
"Flounder_Winter",2039,1585294.58253333,0
"Flounder_Winter",2040,1584530.03853333,-0.0482272511635033
"Flounder_Yellowtail",2020,785641.849333332,NA
"Flounder_Yellowtail",2021,785641.849333332,0
"Flounder_Yellowtail",2022,621195.6896,-20.9314409451171
"Flounder_Yellowtail",2023,621195.6896,0
"Flounder_Yellowtail",2024,621195.6896,0
"Flounder_Yellowtail",2025,621195.6896,0
"Flounder_Yellowtail",2026,621195.6896,0
"Flounder_Yellowtail",2027,621195.6896,0
"Flounder_Yellowtail",2028,621195.6896,0
"Flounder_Yellowtail",2029,621195.6896,0
"Flounder_Yellowtail",2030,621195.6896,0
"Flounder_Yellowtail",2031,621195.6896,0
"Flounder_Yellowtail",2032,621195.6896,0
"Flounder_Yellowtail",2033,621195.6896,0
"Flounder_Yellowtail",2034,621195.6896,0
"Flounder_Yellowtail",2035,621195.6896,0
"Flounder_Yellowtail",2036,621195.6896,0
"Flounder_Yellowtail",2037,621195.6896,0
"Flounder_Yellowtail",2038,621195.6896,0
"Flounder_Yellowtail",2039,621195.6896,0
"Flounder_Yellowtail",2040,621195.6896,0
"Haddock",2020,1720454.4288,NA
"Haddock",2021,3807498.736,121.307735460084
"Haddock",2022,3755139.688,-1.37515601791128
"Haddock",2023,3755139.688,0
"Haddock",2024,3755139.688,0
"Haddock",2025,3755139.688,0
"Haddock",2026,3755139.688,0
"Haddock",2027,3755139.688,0
"Haddock",2028,3755139.688,0
"Haddock",2029,3755139.688,0
"Haddock",2030,3755139.688,0
"Haddock",2031,3755139.688,0
"Haddock",2032,3755139.688,0
"Haddock",2033,3755139.688,0
"Haddock",2034,3771237.902,0.428698140083681
"Haddock",2035,3803434.33,0.853736328406254
"Haddock",2036,3796970.278,-0.169953032947466
"Haddock",2037,3813068.492,0.423975243980041
"Haddock",2038,3813068.492,0
"Haddock",2039,3813068.492,0
"Haddock",2040,3819532.544,0.169523626799834
"Hake_Silver__Whiting_",2020,267828.560266667,NA
"Hake_Silver__Whiting_",2021,267828.560266667,0
"Hake_Silver__Whiting_",2022,267828.560266667,0
"Hake_Silver__Whiting_",2023,267828.560266667,0
"Hake_Silver__Whiting_",2024,267828.560266667,0
"Hake_Silver__Whiting_",2025,246663.421066667,-7.9024952301303
"Hake_Silver__Whiting_",2026,225498.281866667,-8.58057473964882
"Hake_Silver__Whiting_",2027,225498.281866667,0
"Hake_Silver__Whiting_",2028,225498.281866667,0
"Hake_Silver__Whiting_",2029,225498.281866667,0
"Hake_Silver__Whiting_",2030,225498.281866667,0
"Hake_Silver__Whiting_",2031,225498.281866667,0
"Hake_Silver__Whiting_",2032,225498.281866667,0
"Hake_Silver__Whiting_",2033,225498.281866667,0
"Hake_Silver__Whiting_",2034,225498.281866667,0
"Hake_Silver__Whiting_",2035,225498.281866667,0
"Hake_Silver__Whiting_",2036,225498.281866667,0
"Hake_Silver__Whiting_",2037,225498.281866667,0
"Hake_Silver__Whiting_",2038,225498.281866667,0
"Hake_Silver__Whiting_",2039,225498.281866667,0
"Hake_Silver__Whiting_",2040,236080.851466667,4.69297127782875
"Hake_White",2020,5537791.46693332,NA
"Hake_White",2021,5537791.46693332,0
"Hake_White",2022,5537791.46693332,0
"Hake_White",2023,5537791.46693332,0
"Hake_White",2024,5537791.46693332,0
"Hake_White",2025,5491285.61463332,-0.83979060204219
"Hake_White",2026,5407330.82373332,-1.52887314176984
"Hake_White",2027,5407330.82373332,0
"Hake_White",2028,5407330.82373332,0
"Hake_White",2029,5407330.82373332,0
"Hake_White",2030,5407330.82373332,0
"Hake_White",2031,5407330.82373332,0
"Hake_White",2032,5407330.82373332,0
"Hake_White",2033,5407330.82373332,0
"Hake_White",2034,5407330.82373332,0
"Hake_White",2035,5407330.82373332,0
"Hake_White",2036,5407330.82373332,0
"Hake_White",2037,5407330.82373332,0
"Hake_White",2038,5407330.82373332,0
"Hake_White",2039,5407330.82373332,0
"Hake_White",2040,5407330.82373332,0
"Halibut_Atlantic",2020,847251.845866668,NA
"Halibut_Atlantic",2021,847251.845866668,0
"Halibut_Atlantic",2022,847251.845866668,0
"Halibut_Atlantic",2023,847251.845866668,0
"Halibut_Atlantic",2024,847251.845866668,0
"Halibut_Atlantic",2025,847251.845866668,0
"Halibut_Atlantic",2026,847251.845866668,0
"Halibut_Atlantic",2027,847251.845866668,0
"Halibut_Atlantic",2028,847251.845866668,0
"Halibut_Atlantic",2029,847251.845866668,0
"Halibut_Atlantic",2030,847251.845866668,0
"Halibut_Atlantic",2031,847251.845866668,0
"Halibut_Atlantic",2032,847251.845866668,0
"Halibut_Atlantic",2033,847251.845866668,0
"Halibut_Atlantic",2034,847251.845866668,0
"Halibut_Atlantic",2035,847251.845866668,0
"Halibut_Atlantic",2036,847251.845866668,0
"Halibut_Atlantic",2037,847251.845866668,0
"Halibut_Atlantic",2038,847251.845866668,0
"Halibut_Atlantic",2039,849614.671466668,0.278881139241781
"Halibut_Atlantic",2040,847464.275366668,-0.253102514848036
"Lobster_American",2020,1522196230.792,NA
"Lobster_American",2021,1522196230.792,0
"Lobster_American",2022,1522739977.252,0.0357211802920525
"Lobster_American",2023,1490390205.765,-2.12444488029924
"Lobster_American",2024,1425328165.151,-4.36543667304929
"Lobster_American",2025,1425328165.151,0
"Lobster_American",2026,1392797144.844,-2.28235301191523
"Lobster_American",2027,1392797144.844,0
"Lobster_American",2028,1392797144.844,0
"Lobster_American",2029,1392797144.844,0
"Lobster_American",2030,1392797144.844,0
"Lobster_American",2031,1392797144.844,0
"Lobster_American",2032,1392797144.844,0
"Lobster_American",2033,1392797144.844,0
"Lobster_American",2034,1392797144.844,0
"Lobster_American",2035,1392797144.844,0
"Lobster_American",2036,1392797144.844,0
"Lobster_American",2037,1392797144.844,0
"Lobster_American",2038,1392797144.844,0
"Lobster_American",2039,1392797144.844,0
"Lobster_American",2040,1392797144.844,0
"Mackerel_Atlantic",2020,594272.868,NA
"Mackerel_Atlantic",2021,594272.868,0
"Mackerel_Atlantic",2022,597667.858,0.571284704857162
"Mackerel_Atlantic",2023,604457.838,1.13607916321978
"Mackerel_Atlantic",2024,607852.828,0.561658694216484
"Mackerel_Atlantic",2025,607852.828,0
"Mackerel_Atlantic",2026,607852.828,0
"Mackerel_Atlantic",2027,604457.838,-0.55852170848171
"Mackerel_Atlantic",2028,601062.848,-0.561658694216484
"Mackerel_Atlantic",2029,597667.858,-0.564831117294408
"Mackerel_Atlantic",2030,597667.858,0
"Mackerel_Atlantic",2031,597667.858,0
"Mackerel_Atlantic",2032,597667.858,0
"Mackerel_Atlantic",2033,594272.868,-0.56803958160989
"Mackerel_Atlantic",2034,594272.868,0
"Mackerel_Atlantic",2035,583049.952,-1.88851226504252
"Mackerel_Atlantic",2036,591313.304,1.41726313014086
"Mackerel_Atlantic",2037,583049.952,-1.39745748051019
"Mackerel_Atlantic",2038,583049.952,0
"Mackerel_Atlantic",2039,583049.952,0
"Mackerel_Atlantic",2040,579755.952,-0.564960169999294
"Menhaden_Atlantic",2020,17458926.0408,NA
"Menhaden_Atlantic",2021,17371567.7962,-0.500364366031754
"Menhaden_Atlantic",2022,17438907.9492,0.38764580025257
"Menhaden_Atlantic",2023,17371567.7962,-0.386148910219383
"Menhaden_Atlantic",2024,17371567.7962,0
"Menhaden_Atlantic",2025,17304227.6432,-0.387645800252591
"Menhaden_Atlantic",2026,17304227.6432,0
"Menhaden_Atlantic",2027,17304227.6432,0
"Menhaden_Atlantic",2028,17304227.6432,0
"Menhaden_Atlantic",2029,17304227.6432,0
"Menhaden_Atlantic",2030,17304227.6432,0
"Menhaden_Atlantic",2031,17304227.6432,0
"Menhaden_Atlantic",2032,17304227.6432,0
"Menhaden_Atlantic",2033,17304227.6432,0
"Menhaden_Atlantic",2034,17304227.6432,0
"Menhaden_Atlantic",2035,17304227.6432,0
"Menhaden_Atlantic",2036,17304227.6432,0
"Menhaden_Atlantic",2037,17304227.6432,0
"Menhaden_Atlantic",2038,17304227.6432,0
"Menhaden_Atlantic",2039,17304227.6432,0
"Menhaden_Atlantic",2040,17304227.6432,0
"Monkfish",2020,4105497.954,NA
"Monkfish",2021,3827633.358,-6.76810947449811
"Monkfish",2022,3735011.826,-2.41981201795138
"Monkfish",2023,3735011.826,0
"Monkfish",2024,3735011.826,0
"Monkfish",2025,3735011.826,0
"Monkfish",2026,3735011.826,0
"Monkfish",2027,3735011.826,0
"Monkfish",2028,3735011.826,0
"Monkfish",2029,3735011.826,0
"Monkfish",2030,3735984.598,0.0260446832652112
"Monkfish",2031,3896090.9015,4.28551829645417
"Monkfish",2032,3897063.6735,0.0249678979416359
"Monkfish",2033,3897063.6735,0
"Monkfish",2034,4058142.749,4.13334471785351
"Monkfish",2035,4218249.0525,3.94530979816943
"Monkfish",2036,4218249.0525,0
"Monkfish",2037,4218249.0525,0
"Monkfish",2038,4218249.0525,0
"Monkfish",2039,4218249.0525,0
"Monkfish",2040,4218249.0525,0
"Mussel_Blue_Sea",2020,11548871.6144,NA
"Mussel_Blue_Sea",2021,11559749.3564,0.0941887862571558
"Mussel_Blue_Sea",2022,11548871.6144,-0.0941001544638002
"Mussel_Blue_Sea",2023,11548871.6144,0
"Mussel_Blue_Sea",2024,11548871.6144,0
"Mussel_Blue_Sea",2025,11548871.6144,0
"Mussel_Blue_Sea",2026,11548871.6144,0
"Mussel_Blue_Sea",2027,11548871.6144,0
"Mussel_Blue_Sea",2028,11548871.6144,0
"Mussel_Blue_Sea",2029,11548871.6144,0
"Mussel_Blue_Sea",2030,11548871.6144,0
"Mussel_Blue_Sea",2031,11548871.6144,0
"Mussel_Blue_Sea",2032,11548871.6144,0
"Mussel_Blue_Sea",2033,11548871.6144,0
"Mussel_Blue_Sea",2034,11548871.6144,0
"Mussel_Blue_Sea",2035,11548871.6144,0
"Mussel_Blue_Sea",2036,11548871.6144,0
"Mussel_Blue_Sea",2037,11548871.6144,0
"Mussel_Blue_Sea",2038,11548871.6144,0
"Mussel_Blue_Sea",2039,11548871.6144,0
"Mussel_Blue_Sea",2040,11548871.6144,0
"Oysters",2020,27669949.408,NA
"Oysters",2021,25165266.532,-9.05199658686706
"Oysters",2022,26835055.116,6.63529067684107
"Oysters",2023,27669949.408,3.1112076662075
"Oysters",2024,27669949.408,0
"Oysters",2025,27669949.408,0
"Oysters",2026,27669949.408,0
"Oysters",2027,27669949.408,0
"Oysters",2028,27669949.408,0
"Oysters",2029,27669949.408,0
"Oysters",2030,27669949.408,0
"Oysters",2031,27669949.408,0
"Oysters",2032,27669949.408,0
"Oysters",2033,27669949.408,0
"Oysters",2034,27669949.408,0
"Oysters",2035,26835055.116,-3.01733219562235
"Oysters",2036,26835055.116,0
"Oysters",2037,26835055.116,0
"Oysters",2038,26835055.116,0
"Oysters",2039,26835055.116,0
"Oysters",2040,26000160.824,-3.1112076662075
"Periwinkles_Atlantic__Cockles_",2020,2804154.44,NA
"Periwinkles_Atlantic__Cockles_",2021,2804154.44,0
"Periwinkles_Atlantic__Cockles_",2022,2804154.44,0
"Periwinkles_Atlantic__Cockles_",2023,2804154.44,0
"Periwinkles_Atlantic__Cockles_",2024,2804154.44,0
"Periwinkles_Atlantic__Cockles_",2025,2813288.91,0.325747750184551
"Periwinkles_Atlantic__Cockles_",2026,2831557.85,0.649380159110622
"Periwinkles_Atlantic__Cockles_",2027,2831557.85,0
"Periwinkles_Atlantic__Cockles_",2028,2831557.85,0
"Periwinkles_Atlantic__Cockles_",2029,2831557.85,0
"Periwinkles_Atlantic__Cockles_",2030,2831557.85,0
"Periwinkles_Atlantic__Cockles_",2031,2840692.32,0.322595210265621
"Periwinkles_Atlantic__Cockles_",2032,2840692.32,0
"Periwinkles_Atlantic__Cockles_",2033,2840692.32,0
"Periwinkles_Atlantic__Cockles_",2034,2840692.32,0
"Periwinkles_Atlantic__Cockles_",2035,2840692.32,0
"Periwinkles_Atlantic__Cockles_",2036,2837785.11,-0.102341601008023
"Periwinkles_Atlantic__Cockles_",2037,2837785.11,0
"Periwinkles_Atlantic__Cockles_",2038,2834877.9,-0.102446446341385
"Periwinkles_Atlantic__Cockles_",2039,2837785.11,0.102551506715685
"Periwinkles_Atlantic__Cockles_",2040,2834877.9,-0.102446446341385
"Plaice_American__Dab_",2020,10830466.7201333,NA
"Plaice_American__Dab_",2021,10857071.0699333,0.245643613405373
"Plaice_American__Dab_",2022,10864921.5013333,0.0723070830929672
"Plaice_American__Dab_",2023,10864921.5013333,0
"Plaice_American__Dab_",2024,10857071.0699333,-0.0722548377274129
"Plaice_American__Dab_",2025,10848202.9533333,-0.0816805613860248
"Plaice_American__Dab_",2026,10839334.8367333,-0.0817473330665917
"Plaice_American__Dab_",2027,10839334.8367333,0
"Plaice_American__Dab_",2028,10839334.8367333,0
"Plaice_American__Dab_",2029,10862886.1309333,0.217276194109149
"Plaice_American__Dab_",2030,10861868.4457333,-0.00936846053372691
"Plaice_American__Dab_",2031,10861868.4457333,0
"Plaice_American__Dab_",2032,10861868.4457333,0
"Plaice_American__Dab_",2033,10862886.1309333,0.00936933829648749
"Plaice_American__Dab_",2034,10854018.0143333,-0.0816368365930694
"Plaice_American__Dab_",2035,10854018.0143333,0
"Plaice_American__Dab_",2036,10854018.0143333,0
"Plaice_American__Dab_",2037,10861868.4457333,0.0723274218785535
"Plaice_American__Dab_",2038,10861868.4457333,0
"Plaice_American__Dab_",2039,10861868.4457333,0
"Plaice_American__Dab_",2040,10861868.4457333,0
"Pollock",2020,9654550.964,NA
"Pollock",2021,9660675.5824,0.0634376308420514
"Pollock",2022,9654550.964,-0.0633974130252131
"Pollock",2023,9654550.964,0
"Pollock",2024,9654550.964,0
"Pollock",2025,9654550.964,0
"Pollock",2026,9654550.964,0
"Pollock",2027,9654550.964,0
"Pollock",2028,9654550.964,0
"Pollock",2029,9654550.964,0
"Pollock",2030,9654550.964,0
"Pollock",2031,9654550.964,0
"Pollock",2032,9654550.964,0
"Pollock",2033,9654550.964,0
"Pollock",2034,9654550.964,0
"Pollock",2035,9654550.964,0
"Pollock",2036,9654550.964,0
"Pollock",2037,9654550.964,0
"Pollock",2038,9654550.964,0
"Pollock",2039,9654550.964,0
"Pollock",2040,9654550.964,0
"Redfish_Acadian_Ocean_Perch",2020,2096576.84746667,NA
"Redfish_Acadian_Ocean_Perch",2021,2146346.3344,2.37384510820432
"Redfish_Acadian_Ocean_Perch",2022,2146346.3344,0
"Redfish_Acadian_Ocean_Perch",2023,2146346.3344,0
"Redfish_Acadian_Ocean_Perch",2024,2146346.3344,0
